Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,20,2003,31,2583,83,75.5,28.7,30,85,18,1,24,1,0.55,0.87,2.13,-1.25,-1.25,-0.18,0.9,1.74,-0.84,-0.84,0.67
Rasmus Højlund,dk DEN,FW,Manchester Utd,21,2003,32,2004,63,58.6,22.3,23,78,7,9,24,2,1.03,0.76,1.39,-0.63,-0.63,-0.88,1.16,1.33,-0.17,-0.17,-0.33
Igor,br BRA,DF,Brighton,26,1998,13,961,74,28.1,10.7,10,84,8,3,39,10,1.54,1.59,1.59,0,0,-0.26,1.39,1.63,-0.23,-0.23,-0.48
Danny Ings,eng ENG,"FW,MF",West Ham,32,1992,15,284,19,8.3,3.2,1,45,0,14,17,15,1.07,1.25,1.25,0,0,0.46,2.5,1.47,1.03,1.05,1.51
Tim Iroegbunam,eng ENG,MF,Everton,21,2003,18,574,32,16.8,6.4,5,83,3,13,12,4,1,1.41,2.5,-1.09,-1.1,-1.26,1.2,1.92,-0.73,-0.73,-0.74
Andy Irving,sct SCO,MF,West Ham,24,2000,10,166,17,4.9,1.8,1,76,0,9,10,15,1.1,0.56,2.22,-1.67,-1.63,-1.27,1.33,2.39,-1.06,-1.03,-0.73
Alexander Isak,se SWE,FW,Newcastle Utd,24,1999,34,2756,81,80.6,30.6,34,81,15,0,,0,1.88,2.03,1.34,0.69,0.69,0.69,1.8,1.19,0.61,0.61,0.67
Daniel Iversen,dk DEN,GK,Leicester City,27,1997,0,,,,,0,,0,0,,12,,,,,,,,,,,
Alex Iwobi,ng NGA,"FW,MF",Fulham,28,1996,38,2981,78,87.2,33.1,35,83,14,3,26,0,1.42,1.21,1.36,-0.15,-0.15,-1.18,1.19,1.13,0.05,0.05,0.04
Nicolas Jackson,sn SEN,FW,Chelsea,23,2001,30,2220,74,64.9,24.7,28,76,5,2,41,1,1.8,1.7,0.93,0.77,0.77,0.62,1.74,1.15,0.59,0.59,0.14
Reece James,eng ENG,"DF,MF",Chelsea,24,1999,19,1063,56,31.1,11.8,12,76,5,7,22,4,1.63,1.1,1.19,-0.08,-0.08,-0.92,1.41,1.35,0.07,0.06,-0.69
Vitaly Janelt,de GER,MF,Brentford,26,1998,32,2254,70,65.9,25,27,79,10,5,25,0,1.34,1.52,1.52,0,0,-0.69,1.42,1.48,-0.06,-0.05,-0.43
Vitezslav Jaros,cz CZE,GK,Liverpool,23,2001,1,12,12,0.4,0.1,0,,0,1,12,11,3,0,0,0,0,-1.19,1,1,0,-0.16,-1.31
Daniel Jebbison,ca CAN,FW,Bournemouth,20,2003,16,119,7,3.5,1.3,0,,0,16,7,4,1.25,5.38,1.54,3.85,3.78,3.59,2.69,1.54,1.15,1.12,0.74
Mathias Jensen,dk DEN,MF,Brentford,28,1996,24,862,36,25.2,9.6,8,73,2,16,17,0,1.71,2.08,1.77,0.31,0.31,0.1,1.8,1.67,0.14,0.14,0.06
Gabriel Jesus,br BRA,FW,Arsenal,27,1997,17,608,36,17.8,6.8,6,81,2,11,11,1,1.94,2.21,0.74,1.47,1.48,0.68,1.68,0.84,0.84,0.85,0.21
Raúl Jiménez,mx MEX,FW,Fulham,33,1991,38,2494,66,72.9,27.7,30,78,9,8,18,0,1.42,1.12,1.34,-0.22,-0.22,-0.8,1.24,1.19,0.05,0.05,0.01
Jamaldeen Jimoh,eng ENG,MF,Aston Villa,17,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,
Kim Jisoo,kr KOR,DF,Brentford,19,2004,3,30,10,0.9,0.3,0,,0,3,10,12,0.33,0,0,0,0,-0.24,0,1,-1,-0.76,-0.86
João Pedro,br BRA,"FW,MF",Brighton,22,2001,27,1948,72,57,21.6,23,81,12,4,23,0,1.48,1.53,1.25,0.28,0.28,0.22,1.68,1.19,0.49,0.49,0.88
Joelinton,br BRA,"MF,FW",Newcastle Utd,27,1996,29,2393,83,70,26.6,29,83,18,0,,0,1.83,1.92,1.2,0.71,0.71,0.54,1.74,1.18,0.56,0.56,0.27
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24,2000,23,1354,59,39.6,15,14,85,10,9,19,9,0.74,1.13,2.4,-1.27,-1.26,-0.09,0.85,2.45,-1.59,-1.59,-0.96
Brennan Johnson,wls WAL,FW,Tottenham,23,2001,33,2177,66,63.7,24.2,24,79,14,9,31,2,1.03,1.65,1.57,0.08,0.08,0.3,1.63,1.6,0.03,0.03,0.4
Sam Johnstone,eng ENG,GK,Crystal Palace,31,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
Sam Johnstone,eng ENG,GK,Wolves,31,1993,7,630,90,18.4,7,7,90,7,0,,16,0.14,1.29,2.43,-1.14,-1.14,-0.92,0.99,1.87,-0.89,-0.89,-0.62
Curtis Jones,eng ENG,"MF,DF",Liverpool,23,2001,33,1712,52,50.1,19,19,76,6,14,19,1,2.09,2,1.42,0.58,0.58,-1.21,1.82,1.23,0.58,0.59,-1.12
Jorginho,it ITA,MF,Arsenal,32,1991,15,704,47,20.6,7.8,9,72,3,6,9,19,2,1.79,0.9,0.9,0.89,-0.03,1.73,0.77,0.96,0.97,0.37
Diogo Jota,pt POR,FW,Liverpool,27,1996,26,1196,46,35,13.3,14,67,2,12,22,3,2.12,2.18,0.9,1.28,1.28,0.15,2.17,0.9,1.27,1.28,0.2
Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,24,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
James Justin,eng ENG,DF,Leicester City,26,1998,36,2912,81,85.1,32.4,34,84,23,2,27,1,0.67,0.96,2.1,-1.14,-1.14,0.63,0.87,1.93,-1.05,-1.05,-0.15
Filip Jørgensen,dk DEN,GK,Chelsea,22,2002,6,540,90,15.8,6,6,90,6,0,,31,1.5,2,1.5,0.5,0.5,-0.06,2.33,1.47,0.87,0.86,0.39
Ismeal Kabia,eng ENG,MF,Arsenal,18,2005,0,,,,,0,,0,0,,9,,,,,,,,,,,
Issa Kaboré,bf BFA,"DF,MF",Manchester City,23,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Maldini Kacurri,al ALB,DF,Arsenal,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,24,1999,6,385,64,11.3,4.3,5,72,1,1,23,1,1.33,1.16,1.86,-0.7,-0.7,-1,1.21,2.16,-0.95,-0.96,-1.2
Daichi Kamada,jp JPN,MF,Crystal Palace,27,1996,34,1564,46,45.7,17.4,15,81,7,19,18,1,1.38,1.44,1.49,-0.06,-0.06,-0.11,1.59,1.42,0.18,0.18,-0.22
Boubacar Kamara,fr FRA,MF,Aston Villa,24,1999,26,1726,66,50.5,19.2,20,81,12,6,16,1,1.69,1.46,1.15,0.31,0.31,0.26,1.32,1.19,0.13,0.13,-0.06
Joachim Kayi Sanda,fr FRA,DF,Southampton,17,2006,2,14,7,0.4,0.2,0,,0,2,7,0,0,0,5,-5,-6.43,-4.87,4.5,1,3,4.14,5.54
Michael Kayode,it ITA,DF,Brentford,20,2004,12,528,44,15.4,5.9,6,78,1,6,11,1,1.83,2.54,0.85,1.69,1.7,1.74,1.97,1.1,0.86,0.88,0.92
Michael Keane,eng ENG,DF,Everton,31,1993,14,1049,75,30.7,11.7,11,90,11,3,20,22,1.29,1.03,1.71,-0.68,-0.69,-0.91,1.05,1.63,-0.58,-0.58,-0.67
Caoimhín Kelleher,ie IRL,GK,Liverpool,25,1998,10,900,90,26.3,10,10,90,10,0,,27,2.3,2.2,1.2,1,1,-0.25,1.98,1.11,0.87,0.87,-0.37
Lloyd Kelly,eng ENG,DF,Newcastle Utd,25,1998,10,303,30,8.9,3.4,4,68,1,6,6,14,1.6,0.29,1.76,-1.47,-1.49,-2.24,1.21,1.71,-0.5,-0.51,-1.09
Milos Kerkez,hu HUN,DF,Bournemouth,20,2003,38,3336,88,97.5,37.1,38,88,32,0,,0,1.47,1.4,1.21,0.19,0.19,-5.17,1.6,1.29,0.3,0.3,-4.23
Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,20,2004,32,2182,68,63.8,24.2,27,78,8,5,16,3,0.63,0.7,2.23,-1.53,-1.53,-0.8,0.83,1.97,-1.14,-1.14,-0.3
Abdukodir Khusanov,uz UZB,DF,Manchester City,20,2004,6,503,84,14.7,5.6,6,84,5,0,,5,1.67,1.43,1.07,0.36,0.36,-0.44,1.61,1.25,0.38,0.37,-0.19
Max Kilman,eng ENG,DF,West Ham,27,1997,38,3348,88,97.9,37.2,38,88,37,0,,0,1.13,1.21,1.67,-0.46,-0.46,-1.71,1.23,1.58,-0.35,-0.35,-0.8
Joshua King,eng ENG,MF,Fulham,17,2007,8,130,16,3.8,1.4,1,61,0,7,10,15,1.38,2.14,0,2.14,2.08,2.16,1.29,0.5,0.71,0.72,0.69
Maeson King,eng ENG,DF,Tottenham,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tom King,wls WAL,GK,Wolves,29,1995,1,1,1,0,0,0,,0,1,1,2,1,0,0,0,0,0.39,0,0.1,-0.1,-8.46,-8.08
Antonín Kinský,cz CZE,GK,Tottenham,21,2003,6,540,90,15.8,6,6,90,6,0,,12,0.5,1,1.83,-0.83,-0.83,-0.96,0.83,1.93,-1.1,-1.09,-1.16
Jakub Kiwior,pl POL,DF,Arsenal,24,2000,17,1122,66,32.8,12.5,10,90,10,7,32,20,1.82,1.52,1.2,0.32,0.32,-0.89,1.66,1.1,0.55,0.55,-0.18
Justin Kluivert,nl NED,MF,Bournemouth,25,1999,34,2340,69,68.4,26,29,74,5,5,40,0,1.5,1.46,1.12,0.35,0.35,0.1,1.65,1.25,0.4,0.41,-0.01
Joe Knight,eng ENG,MF,Brighton,18,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ibrahima Konaté,fr FRA,DF,Liverpool,25,1999,31,2560,83,74.9,28.4,30,84,24,1,45,1,2.26,2.08,0.99,1.09,1.09,-0.38,2.06,0.95,1.12,1.11,-0.14
Sekou Koné,ml MLI,MF,Manchester Utd,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ezri Konsa,eng ENG,DF,Aston Villa,26,1997,34,2936,86,85.8,32.6,33,88,32,1,45,1,1.76,1.47,1.38,0.09,0.09,-0.65,1.43,1.33,0.1,0.1,-0.43
Mateo Kovačić,hr CRO,MF,Manchester City,30,1994,31,2198,71,64.3,24.4,25,82,12,6,26,2,1.94,2.05,1.15,0.9,0.9,0.46,1.85,1.27,0.58,0.58,0.12
Caleb Kporha,eng ENG,DF,Crystal Palace,18,2006,2,13,7,0.4,0.1,0,,0,2,7,25,0,0,10,-10,-6.92,-6.95,1,1,0,0,-0.3
Emil Krafth,se SWE,DF,Newcastle Utd,29,1994,12,342,29,10,3.8,2,90,2,10,16,14,1.92,1.32,0.53,0.79,0.79,0.26,1.29,1.71,-0.39,-0.4,-0.98
Mohammed Kudus,gh GHA,"FW,MF",West Ham,23,2000,32,2590,81,75.7,28.8,31,83,14,1,19,0,1.13,1.15,1.6,-0.45,-0.45,-0.13,1.18,1.49,-0.31,-0.31,0.11
Godwill Kukonki,eng ENG,DF,Manchester Utd,16,2008,0,,,,,0,,0,0,,4,,,,,,,,,,,
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24,2000,32,2389,75,69.9,26.5,27,84,22,5,24,0,1.06,1.89,1.55,0.34,0.34,1.21,1.69,1.63,0.07,0.07,0.62
Maxence Lacroix,fr FRA,DF,Crystal Palace,24,2000,35,3116,89,91.1,34.6,35,89,32,0,,0,1.49,1.42,1.3,0.12,0.12,1.3,1.65,1.25,0.4,0.4,1.13
Adam Lallana,eng ENG,MF,Southampton,36,1988,14,361,26,10.6,4,5,51,0,9,12,6,0.5,0.75,2,-1.25,-1.25,0.37,1.05,1.98,-0.95,-0.94,0.48
Tariq Lamptey,gh GHA,DF,Brighton,23,2000,15,860,57,25.1,9.6,10,76,5,5,19,10,1.4,1.46,2.19,-0.73,-0.73,-1.22,1.39,1.54,-0.15,-0.15,-0.35
Will Lankshear,eng ENG,"FW,MF",Tottenham,19,2005,3,11,4,0.3,0.1,0,,0,3,4,12,1.33,0,0,0,0,0.03,5,0,5,4.19,4.32
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,30,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,
Roméo Lavia,be BEL,MF,Chelsea,20,2004,16,797,50,23.3,8.9,11,66,0,5,14,4,1.88,1.24,1.24,0,0,-0.72,1.31,1.65,-0.33,-0.33,-1.13
Mario Lemina,ga GAB,"MF,DF",Wolves,30,1993,17,1364,80,39.9,15.2,15,87,13,2,30,0,0.53,1.45,2.57,-1.12,-1.12,-1.21,1.01,1.79,-0.78,-0.78,-0.67
Bernd Leno,de GER,GK,Fulham,32,1992,38,3420,90,100,38,38,90,38,0,,0,1.42,1.42,1.42,0,0,,1.29,1.24,0.05,0.05,
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29,1994,33,2274,69,66.5,25.3,26,79,18,7,31,1,1.42,1.38,1.42,-0.04,-0.04,-0.12,1.57,1.28,0.29,0.29,-0.01
Rico Lewis,eng ENG,"DF,MF",Manchester City,19,2004,28,1893,68,55.4,21,21,85,14,7,16,8,1.82,1.95,1.29,0.67,0.67,-0.16,1.76,1.3,0.47,0.46,-0.16
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23,2001,38,3093,81,90.4,34.4,36,85,26,2,17,0,1.47,1.69,1.42,0.26,0.26,0.26,1.55,1.45,0.1,0.1,0.02
Myles Lewis-Skelly,eng ENG,DF,Arsenal,17,2006,23,1369,60,40,15.2,15,80,7,8,20,9,1.96,1.71,1.05,0.66,0.66,-0.44,1.43,1.05,0.39,0.39,-0.47
Matthijs de Ligt,nl NED,DF,Manchester Utd,24,1999,29,2123,73,62.1,23.6,25,82,16,4,19,1,1.28,1.36,1.53,-0.17,-0.17,0.25,1.28,1.58,-0.31,-0.3,-0.72
Pedro Lima,br BRA,DF,Wolves,18,2006,3,70,23,2,0.8,1,58,0,2,6,18,1,0,2.5,-2.5,-2.57,-2.22,1.75,0.87,0.87,0.9,1.31
Victor Lindelöf,se SWE,DF,Manchester Utd,30,1994,16,704,44,20.6,7.8,6,88,5,10,18,7,1.25,1.28,1.15,0.13,0.13,0.49,1.5,1.09,0.41,0.41,0.55
Jesper Lindstrøm,dk DEN,FW,Everton,24,2000,25,1239,50,36.2,13.8,15,67,1,10,23,3,1.2,1.09,1.01,0.07,0.07,0.2,1.26,0.96,0.3,0.31,0.67
Valentino Livramento,eng ENG,DF,Newcastle Utd,21,2002,37,2840,77,83,31.6,32,85,25,5,26,0,1.7,1.84,1.27,0.57,0.57,0.1,1.65,1.18,0.47,0.47,-0.07
Sean Longstaff,eng ENG,MF,Newcastle Utd,26,1997,25,798,32,23.3,8.9,8,72,3,17,13,13,1.88,1.01,1.24,-0.22,-0.23,-1.02,0.99,1.3,-0.31,-0.31,-1.03
Saša Lukić,rs SRB,MF,Fulham,27,1996,30,2344,78,68.5,26,28,82,10,2,31,0,1.37,1.42,1.42,0,0,0,1.25,1.25,0,0,-0.15
Joe Lumley,eng ENG,GK,Southampton,29,1995,3,270,90,7.9,3,3,90,3,0,,5,0.33,0.67,2.33,-1.67,-1.67,-0.1,0.93,3.03,-2.1,-2.09,-0.77
Massimo Luongo,au AUS,MF,Ipswich Town,31,1992,11,201,18,5.9,2.2,2,68,0,9,7,11,0.55,0.45,2.73,-2.27,-2.24,-1.09,0.45,3.05,-2.59,-2.52,-1.61
Ian Maatsen,nl NED,DF,Aston Villa,22,2002,29,1139,39,33.3,12.7,10,78,6,19,19,8,1.76,1.89,1.26,0.63,0.63,0.67,1.89,1.35,0.54,0.53,0.57
Alexis Mac Allister,ar ARG,MF,Liverpool,25,1998,35,2599,74,76,28.9,30,82,17,5,26,0,2.34,2.39,0.83,1.56,1.56,1.56,2.22,0.84,1.38,1.38,0.98
James Maddison,eng ENG,MF,Tottenham,27,1996,31,1809,58,52.9,20.1,21,75,1,10,24,1,1.1,1.84,1.59,0.25,0.25,0.58,1.57,1.64,-0.07,-0.08,0.09
Noni Madueke,eng ENG,FW,Chelsea,22,2002,32,2033,64,59.4,22.6,27,73,6,5,14,1,1.97,1.68,1.24,0.44,0.44,-0.27,1.91,1.28,0.63,0.63,0.23
Gabriel Magalhães,br BRA,DF,Arsenal,26,1997,28,2363,84,69.1,26.3,28,84,25,0,,0,2.04,1.9,0.84,1.06,1.07,0.47,1.53,0.88,0.65,0.66,-0.05
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23,2001,8,119,15,3.5,1.3,0,,0,8,15,15,1.25,2.31,0.77,1.54,1.51,1.32,1.69,1.38,0.31,0.28,0.19
Harry Maguire,eng ENG,DF,Manchester Utd,31,1993,27,1758,65,51.4,19.5,19,82,13,8,26,3,1.07,1.03,1.38,-0.36,-0.36,-0.2,1.35,1.36,-0.01,-0.01,0.05
Kobbie Mainoo,eng ENG,MF,Manchester Utd,19,2005,25,1651,66,48.3,18.3,19,76,8,6,35,1,1,1.04,1.48,-0.44,-0.44,-0.33,1.51,1.39,0.13,0.12,0.3
Tyrell Malacia,nl NED,DF,Manchester Utd,24,1999,3,100,33,2.9,1.1,2,45,0,1,10,8,1,0,0.91,-0.91,-0.9,-0.66,0.91,0.82,0.09,0.08,0.11
Donyell Malen,nl NED,FW,Aston Villa,25,1999,14,305,22,8.9,3.4,2,62,0,12,15,3,1.93,2.06,1.76,0.29,0.3,0.12,2.06,1.38,0.68,0.67,0.57
Mateus Mane,pt POR,MF,Wolves,16,2007,1,2,2,0.1,0,0,,0,1,2,4,0,0,0,0,0,0.39,0,0,0,0,0.38
Orel Mangala,be BEL,MF,Everton,26,1998,19,1261,66,36.9,14,14,84,10,5,18,0,1.21,0.93,0.71,0.21,0.21,0.42,1.01,1.2,-0.19,-0.19,-0.11
Ryan Manning,ie IRL,"DF,MF",Southampton,28,1996,24,1462,61,42.7,16.2,18,77,5,6,14,7,0.29,0.74,2.16,-1.42,-1.42,0.28,0.86,2.18,-1.31,-1.31,0.1
Solly March,eng ENG,"FW,MF",Brighton,30,1994,8,168,21,4.9,1.9,1,62,0,7,15,5,1.75,2.11,1.58,0.53,0.54,0.37,1.79,1.47,0.32,0.34,0.25
Omar Marmoush,eg EGY,"FW,MF",Manchester City,25,1999,16,1175,73,34.4,13.1,14,82,4,2,15,0,2.06,1.98,0.92,1.07,1.07,0.51,1.82,1.08,0.75,0.75,0.33
Zachariah Marsh,eng ENG,FW,Crystal Palace,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23,2001,33,2290,69,67,25.4,25,81,10,8,33,2,1.94,1.77,0.98,0.79,0.79,-0.41,1.52,1.02,0.5,0.49,-0.54
Emiliano Martínez,ar ARG,GK,Aston Villa,31,1992,37,3194,86,93.4,35.5,37,86,34,0,,0,1.7,1.58,1.27,0.31,0.31,1.9,1.51,1.26,0.25,0.25,1.42
Lisandro Martínez,ar ARG,DF,Manchester Utd,26,1998,20,1751,88,51.2,19.5,20,88,17,0,,2,1.35,1.28,1.38,-0.1,-0.1,0.33,1.52,1.52,-0.01,0,0.06
Pape Matar Sarr,sn SEN,MF,Tottenham,21,2002,36,1913,53,55.9,21.3,22,70,6,14,27,2,0.97,1.6,1.78,-0.19,-0.19,-0.37,1.46,1.72,-0.27,-0.27,-0.34
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27,1997,37,2648,72,77.4,29.4,33,78,17,4,19,0,1.35,1.46,1.26,0.2,0.2,0.9,1.61,1.24,0.36,0.37,0.3
Remi Matthews,eng ENG,GK,Crystal Palace,30,1994,0,,,,,0,,0,0,,7,,,,,,,,,,,
Neal Maupay,fr FRA,"FW,MF",Everton,27,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
Stephy Mavididi,eng ENG,FW,Leicester City,26,1998,30,1615,54,47.2,17.9,16,81,3,14,23,3,0.5,1.01,2.12,-1.12,-1.11,0.23,1,2.02,-1.01,-1.01,0.04
Konstantinos Mavropanos,gr GRE,DF,West Ham,26,1997,33,2045,62,59.8,22.7,21,85,17,12,22,3,1.15,0.97,1.67,-0.7,-0.7,-0.7,1.14,1.62,-0.48,-0.48,-0.36
Ezra Mayers,bb BRB,DF,West Ham,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Noussair Mazraoui,ma MAR,DF,Manchester Utd,26,1997,37,2838,77,83,31.5,34,81,20,3,24,0,1.14,0.73,1.37,-0.63,-0.63,-2.18,1.23,1.44,-0.22,-0.22,-1.08
Bryan Mbeumo,cm CMR,FW,Brentford,24,1999,38,3414,90,99.8,37.9,38,90,35,0,,0,1.47,1.74,1.45,0.29,0.29,30.29,1.54,1.44,0.1,0.1,4.39
James Mcatee,eng ENG,"MF,FW",Manchester City,21,2002,15,349,23,10.2,3.9,3,66,0,12,13,20,2.33,2.31,1.54,0.77,0.77,0.04,1.92,1.33,0.59,0.59,0.06
Kasey McAteer,ie IRL,FW,Leicester City,22,2001,18,852,47,24.9,9.5,9,78,1,9,16,2,0.78,1.05,1.68,-0.63,-0.63,0.8,1.05,2.06,-1,-1.01,0.04
Alex McCarthy,eng ENG,GK,Southampton,34,1989,5,450,90,13.2,5,5,90,5,0,,33,0,0.6,2.6,-2,-2,-0.48,0.96,2.16,-1.22,-1.21,0.18
James McConnell,eng ENG,MF,Liverpool,19,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ruairi Mcconville,nir NIR,DF,Brighton,19,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,
John McGinn,sct SCO,"MF,FW",Aston Villa,29,1994,34,2223,65,65,24.7,27,77,11,7,21,0,1.76,1.34,1.38,-0.04,-0.04,-0.64,1.45,1.41,0.04,0.04,-0.33
Callan Mckenna,sct SCO,GK,Bournemouth,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dwight McNeil,eng ENG,"MF,FW",Everton,24,1999,21,1371,65,40.1,15.2,15,85,10,6,15,0,1.29,1.32,1.58,-0.26,-0.26,-0.35,1.15,1.41,-0.26,-0.26,-0.24
Scott McTominay,sct SCO,MF,Manchester Utd,27,1996,2,19,10,0.6,0.2,0,,0,2,10,0,1.5,5,5,0,0,0.26,4,3,1,0.91,0.95
Ben Mee,eng ENG,DF,Brentford,34,1989,7,183,26,5.4,2,2,84,1,5,3,28,1.86,0.5,2,-1.5,-1.48,-1.81,1.45,1.35,0.1,0.1,0
Dermot Mee,nir NIR,GK,Manchester Utd,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jayden Meghoma,eng ENG,DF,Brentford,18,2006,1,5,5,0.1,0.1,0,,0,1,5,13,0,10,0,10,18,17.79,2,1,1,1.56,1.47
Mikel Merino,es ESP,"MF,FW",Arsenal,28,1996,28,1586,57,46.4,17.6,17,83,11,11,16,0,1.79,1.59,0.97,0.63,0.62,-0.55,1.64,0.88,0.76,0.76,0.17
Jenson Metcalfe,eng ENG,MF,Everton,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Bastien Meupiyou,fr FRA,DF,Wolves,18,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Shumaira Mheuka,eng ENG,MF,Chelsea,16,2007,1,1,1,0,0,0,,0,1,1,1,3,0,0,0,0,-0.55,0.1,0,0.1,9.35,8.82
Carlos Miguel,br BRA,GK,Nott'ham Forest,25,1998,0,,,,,0,,0,0,,33,,,,,,,,,,,
Nikola Milenković,rs SRB,DF,Nott'ham Forest,26,1997,37,3330,90,97.4,37,37,90,37,0,,0,1.73,1.54,1.22,0.32,0.32,0.32,1.19,1.29,-0.09,-0.09,-0.19
Lewis Miley,eng ENG,MF,Newcastle Utd,18,2006,14,313,22,9.2,3.5,1,90,1,13,17,12,2.14,1.71,1.14,0.57,0.58,0.02,1.4,1.49,-0.09,-0.09,-0.63
James Milner,eng ENG,MF,Brighton,38,1986,4,170,43,5,1.9,3,56,0,1,1,0,2.5,2.11,0.53,1.58,1.59,1.48,1.47,1.05,0.42,0.42,0.33
Tyrone Mings,eng ENG,DF,Aston Villa,31,1993,14,1120,80,32.7,12.4,12,81,9,2,73,13,2.29,2.1,0.89,1.21,1.21,1.52,1.9,1.06,0.85,0.84,1.02
Yang Minhyeok,kr KOR,MF,Tottenham,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yankuba Minteh,gm GAM,"FW,MF",Brighton,20,2004,32,1838,57,53.7,20.4,20,78,3,12,24,1,1.59,1.81,1.62,0.2,0.2,0.03,1.69,1.35,0.34,0.34,0.49
Tyrick Mitchell,eng ENG,DF,Crystal Palace,24,1999,37,3092,84,90.4,34.4,37,84,25,0,,1,1.35,1.25,1.34,-0.09,-0.09,-0.91,1.55,1.32,0.23,0.23,-0.68
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27,1997,36,2603,72,76.1,28.9,28,85,14,8,29,0,1.64,1.83,1.38,0.45,0.45,1.11,1.53,1.28,0.24,0.24,0.55
Jakub Moder,pl POL,MF,Brighton,25,1999,4,11,3,0.3,0.1,0,,0,4,3,9,1.75,0,0,0,0,-0.18,4,3,2,1.3,1.19
Jeremy Monga,eng ENG,"FW,MF",Leicester City,15,2009,7,112,16,3.3,1.2,0,,0,7,16,0,1,1.67,2.5,-0.83,-0.8,0.45,0.75,1.33,-0.5,-0.52,0.53
Jayden Moore,,DF,Southampton,,,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mikey Moore,eng ENG,FW,Tottenham,16,2007,10,366,37,10.7,4.1,3,64,0,7,25,8,1,0.98,1.22,-0.24,-0.25,-0.25,1.15,1.63,-0.51,-0.51,-0.44
Jack Moorhouse,ie IRL,MF,Manchester Utd,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Morato,br BRA,DF,Nott'ham Forest,23,2001,26,907,35,26.5,10.1,6,84,4,20,20,8,2.15,1.88,1.39,0.5,0.5,0.25,1.33,1.39,-0.06,-0.06,0.05
Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31,1993,15,955,64,27.9,10.6,11,79,3,4,23,12,1.4,1.04,1.51,-0.47,-0.47,-1.09,1.02,1.28,-0.27,-0.27,-0.25
Iwan Morgan,wls WAL,FW,Brentford,18,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Sam Morsy,eg EGY,MF,Ipswich Town,32,1991,33,2751,83,80.4,30.6,31,88,23,2,16,2,0.64,0.92,2.19,-1.27,-1.28,-0.33,0.92,1.85,-0.92,-0.92,0.44
Tyler Morton,eng ENG,MF,Liverpool,21,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
Yerson Mosquera,co COL,DF,Wolves,23,2001,5,441,88,12.9,4.9,5,88,4,0,,0,0.2,1.02,2.45,-1.43,-1.43,-1.19,1,1.22,-0.22,-0.22,0.18
Mason Mount,eng ENG,MF,Manchester Utd,25,1999,17,622,37,18.2,6.9,8,53,0,9,22,3,0.88,0.29,1.59,-1.3,-1.3,-1.27,1.42,1.17,0.25,0.25,0.34
Divin Mubama,eng ENG,FW,Manchester City,19,2004,1,28,28,0.8,0.3,0,,0,1,28,4,3,3.33,0,3.33,3.21,2.5,2,0,2,1.97,1.44
Mykhailo Mudryk,ua UKR,FW,Chelsea,23,2001,7,151,22,4.4,1.7,1,45,0,6,18,5,1.86,2.35,1.18,1.18,1.19,0.67,1.76,2.18,-0.41,-0.41,-0.99
